plant_family,plant_genus,plant_species,insect_family,insect_genus,insect_species,location,host_plant_name,insect_name
Poaceae,Bambusa,,Nymphalidae,Lethe,europa,Hong Kong,Bambusa,Lethe europa
Acanthaceae,Blepharis,,Nymphalidae,Hypolimnas,misippus,Old World tropics,Blepharis,Hypolimnas misippus
Poaceae,Dendrocalamus,giganteus,Nymphalidae,Lethe,chandica,West Malaysia,Dendrocalamus giganteus,Lethe chandica
Fabaceae,Inga,,Nymphalidae,Morpho,peleides,Central America,Inga,Morpho peleides
Poaceae,Poa,annua,Nymphalidae,Lopinga,achine,Spain,Poa annua,Lopinga achine
Urticaceae,Elatostema,cuneatum,Nymphalidae,Hypolimnas,misippus,Hong Kong,Elatostema cuneatum,Hypolimnas misippus
Poaceae,Miscanthus,sinensis,Nymphalidae,Lethe,chandica,Taiwan,Miscanthus sinensis,Lethe chandica
Poaceae,Poa,pratensis,Nymphalidae,Lopinga,achine,Spain,Poa pratensis,Lopinga achine
Poaceae,Bambusa,multiplex,Nymphalidae,Lethe,europa,Taiwan,Bambusa multiplex,Lethe europa
Moraceae,Ficus,,Nymphalidae,Hypolimnas,misippus,Old World,Ficus,Hypolimnas misippus
Poaceae,Sinarundinaria,niitakayamensis,Nymphalidae,Lethe,chandica,Taiwan,Sinarundinaria niitakayamensis,Lethe chandica
Fabaceae,Mucuna,mutisiana,Nymphalidae,Morpho,peleides,Costa Rica,Mucuna mutisiana,Morpho peleides
Apocynaceae,Mesechites,,Nymphalidae,Lucinia,sida,Cuba,Mesechites,Lucinia sida
Poaceae,Bambusa,,Nymphalidae,Lethe,manthara,Indonesia,Bambusa,Lethe manthara
Malvaceae,Hibiscus,,Nymphalidae,Hypolimnas,misippus,Afrotropical,Hibiscus,Hypolimnas misippus
Poaceae,Microstegium,ciliatum,Nymphalidae,Lethe,confusa,Hong Kong,Microstegium ciliatum,Lethe confusa
Fabaceae,Pterocarpus,rohrii,Nymphalidae,Morpho,peleides,Costa Rica,Pterocarpus rohrii,Morpho peleides
Moraceae,Ficus,,Nymphalidae,Lycorea,ceres,Puerto Rico,Ficus,Lycorea ceres
Poaceae,Bambusa,,Nymphalidae,Lethe,minerva,Indonesia,Bambusa,Lethe minerva
Malvaceae,Hibiscus,,Nymphalidae,Hypolimnas,misippus,Old World,Hibiscus,Hypolimnas misippus
Poaceae,Arundinaria,simonii,Nymphalidae,Lethe,diana,Korea,Arundinaria simonii,Lethe diana
Poaceae,Chrysopogon,willdenowiana,Nymphalidae,Mycalesis,gotama,Taiwan,Chrysopogon willdenowiana,Mycalesis gotama
Caricaceae,Carica,papaya,Nymphalidae,Lycorea,cleobaea,Nearctic,Carica papaya,Lycorea cleobaea
Poaceae,Miscanthus,sinensis,Nymphalidae,Lethe,rohira,Taiwan,Miscanthus sinensis,Lethe rohira
Portulacaceae,Portulaca,,Nymphalidae,Hypolimnas,misippus,East Africa,Portulaca,Hypolimnas misippus
Poaceae,Bambusa,arundinacea,Nymphalidae,Lethe,drypetis,India,Bambusa arundinacea,Lethe drypetis
Poaceae,Digitaria,sanguinalis,Nymphalidae,Mycalesis,gotama,Taiwan,Digitaria sanguinalis,Mycalesis gotama
Caricaceae,Carica,papaya,Nymphalidae,Lycorea,cleobaea,Brazil,Carica papaya,Lycorea cleobaea
Poaceae,Brachiaria,mutica,Nymphalidae,Lethe,rohria,Taiwan,Brachiaria mutica,Lethe rohria
Portulacaceae,Portulaca,oleracea,Nymphalidae,Hypolimnas,misippus,Old World,Portulaca oleracea,Hypolimnas misippus
Poaceae,Miscanthus,,Nymphalidae,Lethe,marginalis,Japan,Miscanthus,Lethe marginalis
Poaceae,Oryza,,Nymphalidae,Mycalesis,gotama,Japan,Oryza,Mycalesis gotama
Moraceae,Ficus,carica,Nymphalidae,Lycorea,cleobaea,Brazil,Ficus carica,Lycorea cleobaea
Poaceae,Thamnocalamus,falconeri,Nymphalidae,Lethe,sidonis,India,Thamnocalamus falconeri,Lethe sidonis
Portulacaceae,Talinum,,Nymphalidae,Hypolimnas,misippus,Afrotropical,Talinum,Hypolimnas misippus
Poaceae,Apluda,mutica,Nymphalidae,Lethe,rohria,Hong Kong,Apluda mutica,Lethe rohria
Poaceae,Paspalum,conjugatum,Nymphalidae,Mycalesis,gotama,Taiwan,Paspalum conjugatum,Mycalesis gotama
Moraceae,Ficus,carica,Nymphalidae,Lycorea,cleobaea,Brazil,Ficus carica,Lycorea cleobaea
Illecebraceae,Achyronychia,,Nymphalidae,Lexias,dirtea,Oriental,Achyronychia,Lexias dirtea
Urticaceae,Laportea,,Nymphalidae,Hypolimnas,monteironis,East Africa,Laportea,Hypolimnas monteironis
Poaceae,Saccharum,officinarum,Nymphalidae,Mycalesis,horsfieldi,Indonesia,Saccharum officinarum,Mycalesis horsfieldi
Moraceae,Ficus,carica,Nymphalidae,Lycorea,ilione,Brazil,Ficus carica,Lycorea ilione
Urticaceae,Laportea,aestuans,Nymphalidae,Hypolimnas,salmacis,Afrotropical,Laportea aestuans,Hypolimnas salmacis
Poaceae,Arundinaria,,Nymphalidae,Lethe,sicelis,Japan,Arundinaria,Lethe sicelis
Poaceae,Digitaria,radicosa,Nymphalidae,Mycalesis,igoleta,Philippines,Digitaria radicosa,Mycalesis igoleta
Moraceae,Ficus,pumila,Nymphalidae,Lycorea,ilione,Brazil,Ficus pumila,Lycorea ilione
Ulmaceae,Celtis,sinensis,Nymphalidae,Libythea,celtis,Taiwan,Celtis sinensis,Libythea celtis
Urticaceae,Urera,,Nymphalidae,Hypolimnas,salmacis,Afrotropical,Urera,Hypolimnas salmacis
Hypericaceae,Cratoxylum,maingayi,Nymphalidae,Lexias,dirtea,West Malaysia,Cratoxylum maingayi,Lexias dirtea
Poaceae,Digitaria,mollicoma,Nymphalidae,Mycalesis,janardana,Indonesia,Digitaria mollicoma,Mycalesis janardana
Myoporaceae,Myoporum,laetum,Nymphalidae,Lycorea,ilione,Neotropical,Myoporum laetum,Lycorea ilione
Ulmaceae,Celtis,,Nymphalidae,Libythea,labdaca,East Africa,Celtis,Libythea labdaca
Urticaceae,Laportea,,Nymphalidae,Hypolimnas,usambara,East Africa,Laportea,Hypolimnas usambara
Hypericaceae,Garcinia,lateriflora,Nymphalidae,Lexias,dirtea,West Malaysia,Garcinia lateriflora,Lexias dirtea
Poaceae,Chusquea,,Nymphalidae,Lymanopoda,samius,Neotropical,Chusquea,Lymanopoda samius
Ulmaceae,Celtis,laevigata,Nymphalidae,Libytheana,bachmanii,Nearctic,Celtis laevigata,Libytheana bachmanii
Poaceae,Stipa,offneri,Nymphalidae,Hyponephele,lupinus,Spain,Stipa offneri,Hyponephele lupinus
Hypericaceae,Garcinia,lateriflora,Nymphalidae,Lexias,dirtea,West Malaysia,Garcinia lateriflora,Lexias dirtea
Poaceae,Bambusa,,Nymphalidae,Manataria,hercyna,Argentina,Bambusa,Manataria hercyna
Ulmaceae,Celtis,pallida,Nymphalidae,Libytheana,bachmanii,USA,Celtis pallida,Libytheana bachmanii
Poaceae,Aira,,Nymphalidae,Hyponephele,lycaon,Lebanon,Aira,Hyponephele lycaon
Ulmaceae,Celtis,,Nymphalidae,Libythea,geoffroy,Australia,Celtis,Libythea geoffroy
Poaceae,Leersia,hexandra,Nymphalidae,Mycalesis,mineus,Hong Kong,Leersia hexandra,Mycalesis mineus
Poaceae,Milium,,Nymphalidae,Maniola,jurtina,Europe,Milium,Maniola jurtina
Caprifoliaceae,Symphoricarpos,occidentalis,Nymphalidae,Libytheana,bachmanii,Nearctic,Symphoricarpos occidentalis,Libytheana bachmanii
Poaceae,Poa,,Nymphalidae,Hyponephele,lycaon,Spain,Poa,Hyponephele lycaon
Ulmaceae,Celtis,africana,Nymphalidae,Libythea,labdaca,Southern Africa,Celtis africana,Libythea labdaca
Poaceae,Thysanolaena,maxima,Nymphalidae,Mycalesis,mineus,Hong Kong,Thysanolaena maxima,Mycalesis mineus
Poaceae,Poa,trivialis,Nymphalidae,Maniola,jurtina,Czechoslovakia,Poa trivialis,Maniola jurtina
Ulmaceae,Celtis,,Nymphalidae,Libytheana,bachmanii,Nearctic,Celtis,Libytheana bachmanii
Solanaceae,Solanum,umbellatum,Nymphalidae,Hypothyris,euclea,Costa Rica,Solanum umbellatum,Hypothyris euclea
Ulmaceae,Celtis,soyauxii,Nymphalidae,Libythea,labdaca,Southern Africa,Celtis soyauxii,Libythea labdaca
Poaceae,Oryza,sativa,Nymphalidae,Mycalesis,nr. lorna,New Guinea,Oryza sativa,Mycalesis nr. lorna
Poaceae,Poa,trivialis,Nymphalidae,Maniola,jurtina,Spain,Poa trivialis,Maniola jurtina
Ulmaceae,Celtis,laevigata,Nymphalidae,Libytheana,carinenta,Nearctic,Celtis laevigata,Libytheana carinenta
Solanaceae,Solanum,umbellatum,Nymphalidae,Hypothyris,lycaste,Costa Rica,Solanum umbellatum,Hypothyris lycaste
Ulmaceae,Celtis,tetrandra,Nymphalidae,Libythea,myrrha,India,Celtis tetrandra,Libythea myrrha
Poaceae,Imperata,cylindrica,Nymphalidae,Mycalesis,perseus,Indonesia,Imperata cylindrica,Mycalesis perseus
Poaceae,Lolium,,Nymphalidae,Maniola,jurtina,British Isles,Lolium,Maniola jurtina
Ulmaceae,Celtis,pubescens,Nymphalidae,Libytheana,carinenta,Neotropical,Celtis pubescens,Libytheana carinenta
Solanaceae,Solanum,,Nymphalidae,Hypothyris,semifulva,Ecuador,Solanum,Hypothyris semifulva
Ulmaceae,Celtis,,Nymphalidae,Libytheana,bachmanii,Nearctic,Celtis,Libytheana bachmanii
Poaceae,Oplismenus,undulatifolius,Nymphalidae,Mycalesis,sangaica,Taiwan,Oplismenus undulatifolius,Mycalesis sangaica
